Features,Importance Correlation ,,,,Features,Importance Random forest,,,Most important,,,12384.2,12434,34601,428505704.2,430228834,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9946.2,9624,26688,265444185.6,256845312,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9985.8,9778,87828,877032842.4,858782184,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9521.8,9049,21344,203233299.2,193141856,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8892,8896,19725,175394700,175473600,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12027.7,11627,14474,174088929.8,168289198,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11290.2,11747,21755,245618301,255555985,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8895.6,8965,9368,83333980.8,83984120,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9744.9,9430,18584,181099221.6,175247120,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10851,11458,6267,68003217,71807286,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9813.3,10221,112692,1105880404,1151824932,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11027.1,11495,14221,156816389.1,163470395,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,19281.4,17698,5999,115669118.6,106170302,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8097.7,7925,7604,61574910.8,60261700,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9000,8772,791,7119000,6938652,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8765.5,8866,8379,73446124.5,74288214,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10391.2,10130,52657,547169418.4,533415410,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11647.5,12580,11062,128844645,139159960,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11495.7,11251,13633,156720878.1,153384883,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,15677.3,16633,5215,81757119.5,86741095,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9933.5,9822,7547,74968124.5,74126634,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10385.6,10278,3933,40846564.8,40423374,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11332.1,11425,15741,178378586.1,179840925,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11576.8,11713,10425,120688140,122108025,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11694.8,11955,14551,170171034.8,173957205,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9685.5,9923,42937,415866313.5,426063851,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9473.2,9070,14015,132766898,127116050,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10306,10205,25078,258453868,255920990,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10701.2,11351,7160,76620592,81273160,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11053.3,10987,4509,49839329.7,49540383,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10296.5,10260,34935,359708227.5,358433100,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10242.4,9545,11679,119620989.6,111476055,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9970.3,9733,17572,175198111.6,171028276,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10018,10059,116607,1168168926,1172949813,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9917.9,10104,15949,158180587.1,161148696,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10363.6,10406,57708,598062628.8,600509448,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10138.7,10058,6324,64117138.8,63606792,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11837.4,12311,20327,240618829.8,250245697,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9467.9,9596,22230,210471417,213319080,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11307.5,10820,7744,87565280,83790080,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10415.3,10423,10676,111193742.8,111275948,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10982.7,11237,5236,57505417.2,58836932,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9519.4,9344,10490,99858506,98018560,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9783,9906,18216,178207128,180447696,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12931.6,12798,38033,491827542.8,486746334,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9641.6,9529,58472,563763635.2,557179688,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11104.1,11979,11826,131317086.6,141663654,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10732.9,9915,22966,246491781.4,227707890,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8779.9,8976,5585,49035741.5,50130960,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11391.3,11516,9504,108262915.2,109448064,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10348.4,10284,15206,157357770.4,156378504,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8933.9,8596,57448,513234687.2,493823008,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11495.2,11083,46742,537308638.4,518041586,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10424,9819,14861,154911064,145920159,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10704.6,10764,16038,171680374.8,172633032,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10720,10907,51321,550161120,559758147,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10078.2,10073,11277,113651861.4,113593221,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9518.6,9230,30524,290545746.4,281736520,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9348.7,9240,9159,85624743.3,84629160,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,13441.9,12706,7711,103650490.9,97975966,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10802.9,10989,13587,146779002.3,149307543,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10325.3,10378,94009,970671127.7,975625402,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10537.4,10710,28629,301675224.6,306616590,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11613.7,11785,18104,210254424.8,213355640,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10853.1,10990,23594,256068041.4,259298060,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10654.6,11229,10085,107451641,113244465,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11539.3,12076,30704,354302667.2,370781504,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10810.3,11089,9233,99811499.9,102384737,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12115.1,12151,27265,330318201.5,331297015,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,15428.6,16167,6128,94546460.8,99071376,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10572.6,10723,115577,1221949390,1239332171,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10276.6,10727,8784,90269654.4,94225968,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9706.8,9262,4486,43544704.8,41549332,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9029.8,9145,30375,274280175,277779375,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10632.6,10632,23407,248877268.2,248863224,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9505.2,9702,7067,67173248.4,68564034,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11995.2,12505,6941,83258683.2,86797205,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,15122.5,15559,14059,212607227.5,218743981,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9889.8,10056,11698,115690880.4,117635088,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12176.5,12657,6678,81314667,84523446,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12641.5,14068,6568,83029372,92398624,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11471.2,12013,12367,141864330.4,148564771,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,27342.8,25546,20656,564792876.8,527678176,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9077,8676,5642,51212434,48949992,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8580,8610,15171,130167180,130622310,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11892.1,12804,8802,104674264.2,112700808,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10268.1,9947,24574,252328289.4,244437578,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11154.4,9380,4949,55203125.6,46421620,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11985.6,12242,29186,349811721.6,357295012,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11624.1,11271,7513,87331863.3,84679023,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11268.1,11394,12104,136389082.4,137912976,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9526.8,9681,6945,66163626,67234545,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12238.8,12743,21660,265092408,276013380,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11192.5,11920,15760,176393800,187859200,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10867,10667,87428,950080076,932594476,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11207.9,10345,8472,94953328.8,87642840,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10165.9,10170,40417,410875180.3,411040890,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10175.2,10072,8203,83467165.6,82620616,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12953.5,13558,16903,218953010.5,229170874,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9833.2,9918,12392,121853014.4,122903856,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11109.9,11206,7483,83135381.7,83854498,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10837.8,11170,7723,83700329.4,86265910,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12429.7,12239,8860,110127142,108437540,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10677.7,10339,24419,260738756.3,252468041,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11289.2,11996,28660,323548472,343805360,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9390.4,9334,10011,94007294.4,93442674,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9027.9,8798,8580,77459382,75486840,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9233.9,9648,18443,170300817.7,177938064,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,13810.5,14265,6260,86453730,89298900,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10220.6,10334,20766,212240979.6,214595844,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,13648.7,12887,4098,55932372.6,52810926,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10829.3,10906,7908,85638104.4,86244648,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9973.5,9833,7926,79049961,77936358,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8823,8638,4746,41873958,40995948,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8511.2,8188,28765,244824668,235527820,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10008.9,9818,47385,474271726.5,465225930,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9065.6,8877,7531,68273033.6,66852687,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9942,10095,11294,112284948,114012930,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9509.9,9697,20320,193241168,197043040,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11347.7,11382,6351,72069242.7,72287082,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11768.9,11975,10939,128739997.1,130994525,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,15443,13168,4673,72165139,61534064,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9777.4,9650,18124,177205597.6,174896600,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9552.6,9472,5694,54392504.4,53933568,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9693.3,9483,13782,133593060.6,130694706,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11332,11736,12979,147078028,152321544,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10227.3,9494,15578,159320879.4,147897532,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10213.8,10284,10022,102362703.6,103066248,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9948.3,10064,10489,104347718.7,105561296,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10118.1,11305,9590,97032579,108414950,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10053.4,10244,10439,104947442.6,106937116,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10012.9,9775,14823,148421216.7,144894825,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9841.2,9740,5444,53575492.8,53024560,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10962.5,10983,13004,142556350,142822932,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11056.3,11343,12130,134112919,137590590,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9997.4,9982,9110,91076314,90936020,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10420.6,10658,11426,119065775.6,121778308,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10459.5,10409,14081,147280219.5,146569129,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10612.9,10686,10917,115861029.3,116659062,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10020.9,9578,17885,179223796.5,171302530,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11061.9,10907,20494,226702578.6,223528058,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11027.1,11644,9301,102563057.1,108300844,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10343.9,10737,28994,299911036.6,311308578,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10285.4,10041,11831,121686567.4,118795071,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12055.1,12272,7001,84397755.1,85916272,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9881.3,10172,9430,93180659,95921960,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9832.2,10119,8904,87545908.8,90099576,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9313.3,9342,15078,140425937.4,140858676,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10726.2,10714,8925,95731335,95622450,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9710.1,9478,13100,127202310,124161800,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10287.8,10010,17017,175067492.6,170340170,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9363.4,8812,8472,79326724.8,74655264,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9959.5,9717,5798,57745181,56339166,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9671.6,8957,10345,100052702,92660165,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10359.8,10666,11619,120370516.2,123928254,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10530,10428,7706,81144180,80358168,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11751.8,12057,8072,94860529.6,97324104,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,32724.6,34788,9170,300084582,319005960,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10329.8,9698,49729,513690624.2,482271842,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11541.6,12079,12253,141419224.8,148003987,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,14087,13669,7921,111583127,108272149,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9932.5,9786,27248,270640760,266648928,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10224.1,9952,9936,101586657.6,98883072,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10275.3,10321,32940,338468382,339973740,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9781.8,9638,6007,58759272.6,57895466,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11379.4,11463,9033,102790120.2,103545279,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10911.4,10783,28792,314161028.8,310464136,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12458.2,12795,47612,593159818.4,609195540,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11321.4,10541,9004,101937885.6,94911164,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11227.4,11212,7878,88449457.2,88328136,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9682.1,9454,18746,181500646.6,177224684,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10555.4,10635,49825,525922805,529888875,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11512.5,11855,20495,235948687.5,242968225,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11239.8,10813,4783,53759963.4,51718579,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9279.9,9314,6590,61154541,61379260,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10083.6,9695,11017,111091021.2,106809815,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9732.7,10534,5149,50113672.3,54239566,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11026.4,11187,6179,68132125.6,69124473,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10495,10040,22229,233293355,223179160,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9743.6,9463,14054,136936554.4,132993002,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8675.3,8590,8335,72308625.5,71597650,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11851.8,11003,5188,61487138.4,57083564,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9870,9824,14131,139472970,138822944,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,13470.8,14083,9724,130990059.2,136943092,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9321.7,8916,13362,124556555.4,119135592,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10856,10744,5988,65005728,64335072,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11369.4,11707,6413,72911962.2,75076991,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12131.2,12409,9575,116156240,118816175,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9225.1,9164,12891,118920764.1,118133124,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10014.9,10873,21106,211374479.4,229485538,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8880.1,8439,7710,68465571,65064690,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12543.5,13172,44551,558825468.5,586825772,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9160.2,8599,6853,62774850.6,58928947,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9264.6,9163,9545,88430607,87460835,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11610.8,11650,6034,70059567.2,70296100,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9426.9,9347,4601,43373166.9,43005547,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11919.4,11858,9207,109741915.8,109176606,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9993.5,10446,52916,528816046,552760536,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9760.4,9903,6323,61715009.2,62616669,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10798.3,11117,10835,116999580.5,120452695,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9355.5,9197,17503,163749316.5,160975091,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9860.6,8767,7820,77109892,68557940,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10718.6,11561,44531,477309976.6,514822891,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8981.8,9007,9249,83072668.2,83305743,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,7841.8,7478,25787,202216496.6,192835186,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10162.2,10044,7284,74021464.8,73160496,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9662.9,9521,37860,365837394,360465060,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12070.1,12836,14961,180580766.1,192039396,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12345.4,12818,6112,75455084.8,78343616,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10385.2,9850,11978,124393925.6,117983300,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,21425.3,19405,5768,123581130.4,111928040,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10749.8,10945,10949,117699560.2,119836805,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10667.1,10119,9010,96110571,91172190,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10223,10233,39329,402060367,402453657,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11088.8,11406,8156,90440252.8,93027336,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,13391.3,13989,7347,98385881.1,102777183,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11285.9,11410,7294,82319354.6,83224540,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9259,9188,32801,303704459,301375588,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10467.1,10178,9354,97909253.4,95205012,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10197.5,10040,57573,587100667.5,578032920,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9849.6,9999,7735,76186656,77342265,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11732.9,12318,10615,124544733.5,130755570,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10197,9861,43148,439980156,425482428,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8697.1,8716,12801,111331577.1,111573516,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8586.4,8333,6769,58121341.6,56406077,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9512.2,8903,13979,132971043.8,124455037,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9954.7,10037,8239,82016773.3,82694843,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9872.1,9563,10956,108158727.6,104772228,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10551.1,10750,40408,426348848.8,434386000,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10245.6,10702,32080,328678848,343320160,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12640,12703,12450,157368000,158152350,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11566.5,12054,10008,115757532,120636432,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9998.5,10170,5029,50282456.5,51144930,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9719.7,9346,26991,262344422.7,252257886,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10205.9,9935,10628,108468305.2,105589180,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8776.5,8536,59544,522587916,508267584,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12059.4,12231,7667,92459419.8,93775077,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11938.6,11733,8534,101884012.4,100129422,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10598.7,10588,10075,106781902.5,106674100,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11168.2,11647,51430,574380526,599005210,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10568.3,10868,16655,176015036.5,181006540,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8744.6,8736,10841,94800208.6,94706976,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10659.5,10495,6666,71056227,69959670,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11967,12832,6014,71969538,77171648,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10969.5,11171,7030,77115585,78532130,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10124.3,9967,9024,91361683.2,89942208,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10918.7,10255,6804,74290834.8,69775020,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11761.4,11629,9699,114073818.6,112789671,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12473.5,12700,18320,228514520,232664000,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10798.1,10756,10917,117882857.7,117423252,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9821.7,9761,12470,122476599,121719670,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9245.9,9083,36037,333194498.3,327324071,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10219.2,10589,32695,334116744,346207355,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9674.9,9572,12336,119349566.4,118080192,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10836.8,10733,7644,82836499.2,82043052,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8044.1,7872,7164,57627932.4,56395008,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11918,12271,60583,722028194,743413993,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10430.1,10533,8506,88718430.6,89593698,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10488.3,10221,7125,74729137.5,72824625,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11339.2,11711,22602,256288598.4,264692022,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9664.5,9447,16054,155153883,151662138,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10906.2,11090,12692,138421490.4,140754280,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,6733.6,4828,5692,38327651.2,27480976,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10127.3,10287,13145,133123358.5,135222615,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,13004.1,12759,16329,212343948.9,208341711,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11082.2,10836,54281,601552898.2,588188916,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9842.5,9479,7649,75285282.5,72504871,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11465.7,11440,7934,90968863.8,90764960,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,7619.7,7343,7434,56644849.8,54587862,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9999.5,9498,9418,94175291,89452164,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9884.1,10267,5369,53067732.9,55123523,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9834.3,9804,74846,736058017.8,733790184,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11554.8,12043,16299,188331685.2,196288857,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9124.6,8765,7232,65989107.2,63388480,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10558.4,10549,18994,200546249.6,200367706,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9794,9369,7162,70144628,67100778,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10298.2,10670,10257,105628637.4,109442190,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10631,11025,9015,95838465,99390375,,,,,,,,,,,,,,,,,,
